name,iso,id,country,admin_level,category,range_type,range,population,under_5_population,under_5_population_share,under_5_population_interval,under_5_population_interval_share,school_age_population,school_age_population_share,school_age_population_interval,school_age_population_interval_share,adults_population,adults_population_share,adults_population_interval,adults_population_interval_share,women_childbearing_population,women_childbearing_population_share,women_childbearing_population_interval,women_childbearing_population_interval_share,elderly_population,elderly_population_share,elderly_population_interval,elderly_population_interval_share,population_share,population_interval,population_interval_share
Natore,,16705992B43065208682222,BGD,ADM2,primary_healthcare,TIME,5400,1859171,140510,99.5,28,0.02,596286,99.5,119,0.02,1717705,99.5,345,0.02,564017,99.5,113,0.02,156009,99.5,31,0.02,99.5,373,0.02
Natore,,16705992B43065208682222,BGD,ADM2,primary_healthcare,TIME,6000,1859482,140533,99.52,23,0.02,596386,99.52,100,0.02,1717992,99.52,287,0.02,564112,99.52,95,0.02,156035,99.52,26,0.02,99.52,311,0.02
Natore,,16705992B43065208682222,BGD,ADM2,primary_healthcare,TIME,6600,1861079,140654,99.61,121,0.09,596898,99.61,512,0.09,1719468,99.61,1476,0.09,564596,99.61,484,0.09,156169,99.61,134,0.09,99.61,1597,0.09
Natore,,16705992B43065208682222,BGD,ADM2,primary_healthcare,TIME,7200,1861114,140657,99.61,3,0.0,596909,99.61,11,0.0,1719500,99.61,32,0.0,564607,99.61,11,0.0,156172,99.61,3,0.0,99.61,35,0.0
Thakurgaon,,16705992B44482388014877,BGD,ADM2,primary_healthcare,TIME,1200,4392,391,0.29,391,0.29,1606,0.29,1606,0.29,4106,0.29,4106,0.29,1268,0.29,1268,0.29,321,0.29,321,0.29,0.29,4392,0.29
Thakurgaon,,16705992B44482388014877,BGD,ADM2,primary_healthcare,TIME,1800,138031,12326,9.05,11935,8.76,50482,9.04,48876,8.76,129033,9.04,124927,8.75,39859,9.04,38591,8.75,10077,9.03,9756,8.74,9.04,133639,8.75
Thakurgaon,,16705992B44482388014877,BGD,ADM2,primary_healthcare,TIME,2400,576032,51408,37.73,39082,28.69,210617,37.73,160135,28.69,538452,37.73,409419,28.69,166340,37.73,126481,28.69,42085,37.72,32008,28.69,37.73,438001,28.69
Thakurgaon,,16705992B44482388014877,BGD,ADM2,primary_healthcare,TIME,3000,929395,82936,60.88,31528,23.14,339806,60.87,129189,23.14,868755,60.87,330303,23.14,268379,60.87,102039,23.14,67910,60.87,25825,23.15,60.87,353363,23.14
Thakurgaon,,16705992B44482388014877,BGD,ADM2,primary_healthcare,TIME,3600,1071080,95578,70.16,12642,9.28,391606,70.15,51800,9.28,1001194,70.15,132439,9.28,309293,70.15,40914,9.28,78265,70.15,10355,9.28,70.15,141685,9.28
Thakurgaon,,16705992B44482388014877,BGD,ADM2,primary_healthcare,TIME,4200,1153197,102904,75.53,7326,5.38,421628,75.53,30022,5.38,1077951,75.53,76757,5.38,333005,75.53,23712,5.38,84266,75.53,6001,5.38,75.53,82117,5.38
Thakurgaon,,16705992B44482388014877,BGD,ADM2,primary_healthcare,TIME,4800,1282561,114446,84.01,11542,8.47,468923,84.0,47295,8.47,1198873,84.0,120922,8.47,370361,84.0,37356,8.47,93721,84.0,9455,8.47,84.0,129364,8.47
Thakurgaon,,16705992B44482388014877,BGD,ADM2,primary_healthcare,TIME,5400,1284065,114581,84.1,135,0.1,469472,84.1,549,0.1,1200278,84.1,1405,0.1,370795,84.1,434,0.1,93831,84.1,110,0.1,84.1,1504,0.1
Thakurgaon,,16705992B44482388014877,BGD,ADM2,primary_healthcare,TIME,6000,1286101,114762,84.24,181,0.13,470217,84.24,745,0.13,1202181,84.24,1903,0.13,371383,84.24,588,0.13,93980,84.23,149,0.13,84.24,2036,0.13
Thakurgaon,,16705992B44482388014877,BGD,ADM2,primary_healthcare,TIME,6600,1303607,116324,85.38,1562,1.15,476617,85.38,6400,1.15,1218545,85.38,16364,1.15,376438,85.38,5055,1.15,95259,85.38,1279,1.15,85.38,17506,1.15
Thakurgaon,,16705992B44482388014877,BGD,ADM2,primary_healthcare,TIME,7200,1491528,133091,97.69,16767,12.31,545320,97.69,68703,12.31,1394202,97.69,175657,12.31,430703,97.69,54265,12.31,108993,97.69,13734,12.31,97.69,187921,12.31
Pirojpur,,16705992B46028667424095,BGD,ADM2,primary_healthcare,TIME,600,54650,4385,4.93,4385,4.93,19287,4.93,19287,4.93,49364,4.93,49364,4.93,15538,4.93,15538,4.93,5713,4.93,5713,4.93,4.93,54650,4.93
Pirojpur,,16705992B46028667424095,BGD,ADM2,primary_healthcare,TIME,1200,208890,16760,18.85,12375,13.92,73718,18.84,54431,13.91,188686,18.84,139322,13.91,59395,18.85,43857,13.92,21837,18.86,16124,13.92,18.85,154240,13.92
Pirojpur,,16705992B46028667424095,BGD,ADM2,primary_healthcare,TIME,1800,452655,36344,40.87,19584,22.02,159820,40.85,86102,22.01,408900,40.84,220214,21.99,128695,40.83,69300,21.99,47296,40.84,25459,21.99,40.84,243765,21.99
Pirojpur,,16705992B46028667424095,BGD,ADM2,primary_healthcare,TIME,2400,607576,48777,54.85,12433,13.98,214548,54.84,54728,13.99,548844,54.81,139944,13.98,172752,54.81,44057,13.98,63485,54.83,16189,13.98,54.81,154921,13.98
Pirojpur,,16705992B46028667424095,BGD,ADM2,primary_healthcare,TIME,3000,759753,60933,68.52,12156,13.67,268078,68.53,53530,13.68,686333,68.54,137489,13.73,216032,68.54,43280,13.73,79364,68.54,15879,13.71,68.54,152177,13.73
Pirojpur,,16705992B46028667424095,BGD,ADM2,primary_healthcare,TIME,3600,816083,65456,73.61,4523,5.09,287967,73.61,19889,5.08,737217,73.63,50884,5.08,232047,73.63,16015,5.08,85249,73.62,5885,5.08,73.63,56330,5.08
Pirojpur,,16705992B46028667424095,BGD,ADM2,primary_healthcare,TIME,4200,851427,68292,76.8,2836,3.19,300442,76.8,12475,3.19,769143,76.82,31926,3.19,242097,76.81,10050,3.19,88945,76.81,3696,3.19,76.81,35344,3.19
Pirojpur,,16705992B46028667424095,BGD,ADM2,primary_healthcare,TIME,4800,862190,69156,77.77,864,0.97,304240,77.77,3798,0.97,778864,77.79,9721,0.97,245157,77.79,3060,0.97,90070,77.78,1125,0.97,77.79,10763,0.97
Pirojpur,,16705992B46028667424095,BGD,ADM2,primary_healthcare,TIME,5400,1098529,88128,99.11,18972,21.34,387708,99.11,83468,21.34,992361,99.11,213497,21.32,312358,99.11,67201,21.32,114761,99.11,24691,21.32,99.11,236339,21.32
Pirojpur,,16705992B46028667424095,BGD,ADM2,primary_healthcare,TIME,6000,1098687,88141,99.12,13,0.01,387764,99.12,56,0.01,992504,99.12,143,0.01,312403,99.12,45,0.01,114777,99.12,16,0.01,99.12,158,0.01
Pirojpur,,16705992B46028667424095,BGD,ADM2,primary_healthcare,TIME,6600,1102034,88409,99.42,268,0.3,388945,99.43,1181,0.3,995527,99.42,3023,0.3,313354,99.42,951,0.3,115127,99.42,350,0.3,99.42,3347,0.3
Pirojpur,,16705992B46028667424095,BGD,ADM2,primary_healthcare,TIME,7200,1102388,88438,99.46,29,0.03,389070,99.46,125,0.03,995847,99.46,320,0.03,313455,99.46,101,0.03,115164,99.46,37,0.03,99.46,354,0.03
Pabna,,16705992B46384724638491,BGD,ADM2,primary_healthcare,TIME,600,348983,30507,12.31,30507,12.31,122340,12.3,122340,12.3,322699,12.28,322699,12.28,101998,12.28,101998,12.28,29013,12.28,29013,12.28,12.28,348983,12.28
Pabna,,16705992B46384724638491,BGD,ADM2,primary_healthcare,TIME,1200,1007673,88103,35.54,57596,23.23,353286,35.51,230946,23.21,931782,35.47,609083,23.19,294501,35.46,192503,23.18,83773,35.45,54760,23.17,35.47,658690,23.18
Pabna,,16705992B46384724638491,BGD,ADM2,primary_healthcare,TIME,1800,1581990,138297,55.79,50194,20.25,554589,55.74,201303,20.23,1462843,55.68,531061,20.22,462369,55.67,167868,20.21,131522,55.66,47749,20.21,55.68,574317,20.21
Pabna,,16705992B46384724638491,BGD,ADM2,primary_healthcare,TIME,2400,2031272,177544,71.62,39247,15.83,712016,71.56,157427,15.82,1878285,71.5,415442,15.81,593709,71.48,131340,15.81,168876,71.47,37354,15.81,71.5,449282,15.81
Pabna,,16705992B46384724638491,BGD,ADM2,primary_healthcare,TIME,3000,2553038,223113,90.0,45569,18.38,894840,89.93,182824,18.37,2360745,89.86,482460,18.37,746226,89.84,152517,18.36,212265,89.83,43389,18.36,89.86,521766,18.36
Pabna,,16705992B46384724638491,BGD,ADM2,primary_healthcare,TIME,3600,2709372,236775,95.51,13662,5.51,949637,95.44,54797,5.51,2505303,95.37,144558,5.5,791918,95.34,45692,5.5,225263,95.33,12998,5.5,95.36,156334,5.5
Pabna,,16705992B46384724638491,BGD,ADM2,primary_healthcare,TIME,4200,2722137,237889,95.96,1114,0.45,954106,95.89,4469,0.45,2517106,95.82,11803,0.45,795650,95.79,3732,0.45,226325,95.78,1062,0.45,95.81,12765,0.45
Pabna,,16705992B46384724638491,BGD,ADM2,primary_healthcare,TIME,4800,2727173,238329,96.14,440,0.18,955872,96.07,1766,0.18,2521763,95.99,4657,0.18,797122,95.97,1472,0.18,226744,95.96,419,0.18,95.99,5036,0.18
Pabna,,16705992B46384724638491,BGD,ADM2,primary_healthcare,TIME,5400,2732686,238782,96.32,453,0.18,957744,96.26,1872,0.19,2526854,96.19,5091,0.19,798748,96.16,1626,0.2,227208,96.15,464,0.2,96.18,5513,0.19
Pabna,,16705992B46384724638491,BGD,ADM2,primary_healthcare,TIME,6000,2819570,246015,99.24,7233,2.92,987446,99.24,29702,2.99,2607118,99.24,80264,3.06,824318,99.24,25570,3.08,234508,99.24,7300,3.09,99.24,86884,3.06
Pabna,,16705992B46384724638491,BGD,ADM2,primary_healthcare,TIME,6600,2820259,246075,99.26,60,0.02,987688,99.27,242,0.02,2607755,99.27,637,0.02,824519,99.27,201,0.02,234565,99.27,57,0.02,99.27,689,0.02
Pabna,,16705992B46384724638491,BGD,ADM2,primary_healthcare,TIME,7200,2820437,246091,99.27,16,0.01,987750,99.27,62,0.01,2607920,99.27,165,0.01,824571,99.27,52,0.01,234580,99.27,15,0.01,99.27,178,0.01
Netrakona,,16705992B47191620994273,BGD,ADM2,primary_healthcare,TIME,600,483611,52713,19.99,52713,19.99,194441,20.0,194441,20.0,442551,20.01,442551,20.01,126695,20.01,126695,20.01,44842,20.05,44842,20.05,20.01,483611,20.01
Netrakona,,16705992B47191620994273,BGD,ADM2,primary_healthcare,TIME,1200,1099639,119870,45.45,67157,25.46,442145,45.47,247704,25.47,1006287,45.49,563736,25.49,288082,45.49,161387,25.49,101953,45.58,57111,25.53,45.5,616028,25.49
Netrakona,,16705992B47191620994273,BGD,ADM2,primary_healthcare,TIME,1800,1663860,181317,68.75,61447,23.3,668895,68.79,226750,23.32,1522628,68.84,516341,23.34,435980,68.85,147898,23.36,154247,68.95,52294,23.38,68.85,564221,23.35
Netrakona,,16705992B47191620994273,BGD,ADM2,primary_healthcare,TIME,2400,2021915,220579,83.64,39262,14.89,813397,83.65,144502,14.86,1850518,83.66,327890,14.82,529791,83.66,93811,14.81,187213,83.69,32966,14.74,83.66,358055,14.82
Netrakona,,16705992B47191620994273,BGD,ADM2,primary_healthcare,TIME,3000,2241476,244645,92.76,24066,9.12,901980,92.76,88583,9.11,2051565,92.75,201047,9.09,587309,92.75,57518,9.08,207445,92.74,20232,9.04,92.75,219561,9.08
Netrakona,,16705992B47191620994273,BGD,ADM2,primary_healthcare,TIME,3600,2358288,257379,97.59,12734,4.83,948951,97.59,46971,4.83,2158462,97.58,106897,4.83,617911,97.58,30602,4.83,218274,97.58,10829,4.84,97.58,116812,4.83
Netrakona,,16705992B47191620994273,BGD,ADM2,primary_healthcare,TIME,4200,2373349,259009,98.21,1630,0.62,954984,98.21,6033,0.62,2172248,98.2,13786,0.62,621873,98.2,3962,0.63,219667,98.2,1393,0.62,98.2,15061,0.62
Netrakona,,16705992B47191620994273,BGD,ADM2,primary_healthcare,TIME,4800,2375742,259270,98.31,261,0.1,955946,98.31,962,0.1,2174437,98.3,2189,0.1,622500,98.3,627,0.1,219889,98.3,222,0.1,98.3,2393,0.1
Netrakona,,16705992B47191620994273,BGD,ADM2,primary_healthcare,TIME,5400,2381222,259867,98.53,597,0.23,958148,98.53,2202,0.23,2179451,98.53,5014,0.23,623935,98.53,1435,0.23,220398,98.53,509,0.23,98.53,5480,0.23
Netrakona,,16705992B47191620994273,BGD,ADM2,primary_healthcare,TIME,6000,2381844,259935,98.56,68,0.03,958398,98.56,250,0.03,2180021,98.56,570,0.03,624099,98.56,164,0.03,220455,98.55,57,0.03,98.56,622,0.03
Netrakona,,16705992B47191620994273,BGD,ADM2,primary_healthcare,TIME,6600,2382391,259994,98.58,59,0.02,958618,98.58,220,0.02,2180521,98.58,500,0.02,624242,98.58,143,0.02,220506,98.57,51,0.02,98.58,547,0.02
Netrakona,,16705992B47191620994273,BGD,ADM2,primary_healthcare,TIME,7200,2389059,260721,98.86,727,0.28,961298,98.86,2680,0.28,2186622,98.85,6101,0.28,625989,98.85,1747,0.28,221125,98.85,619,0.28,98.85,6668,0.28
Sylhet,,16705992B47932115867008,BGD,ADM2,primary_healthcare,TIME,600,877327,91836,20.62,91836,20.62,376707,20.65,376707,20.65,822836,20.65,822836,20.65,244583,20.65,244583,20.65,61354,20.6,61354,20.6,20.64,877327,20.64
Sylhet,,16705992B47932115867008,BGD,ADM2,primary_healthcare,TIME,1200,1836384,192347,43.19,100511,22.57,788425,43.22,411718,22.57,1722182,43.21,899346,22.57,511913,43.22,267330,22.57,128567,43.17,67213,22.57,43.21,959057,22.57
Sylhet,,16705992B47932115867008,BGD,ADM2,primary_healthcare,TIME,1800,2954784,309573,69.51,117226,26.32,1268463,69.53,480038,26.31,2770892,69.53,1048710,26.32,823646,69.54,311733,26.32,207006,69.51,78439,26.34,69.53,1118400,26.32
Sylhet,,16705992B47932115867008,BGD,ADM2,primary_healthcare,TIME,2400,3619657,379373,85.18,69800,15.67,1553946,85.18,285483,15.65,3394317,85.17,623425,15.64,1008813,85.17,185167,15.63,253655,85.18,46649,15.66,85.17,664873,15.65
Sylhet,,16705992B47932115867008,BGD,ADM2,primary_healthcare,TIME,3000,4030494,422429,94.85,43056,9.67,1730366,94.85,176420,9.67,3779607,94.84,385290,9.67,1123298,94.84,114485,9.67,282416,94.84,28761,9.66,94.84,410837,9.67
Sylhet,,16705992B47932115867008,BGD,ADM2,primary_healthcare,TIME,3600,4173371,437381,98.21,14952,3.36,1791630,98.2,61264,3.36,3913565,98.2,133958,3.36,1163146,98.2,39848,3.36,292453,98.21,10037,3.37,98.2,142877,3.36
Sylhet,,16705992B47932115867008,BGD,ADM2,primary_healthcare,TIME,4200,4206850,440883,98.99,3502,0.79,1805996,98.99,14366,0.79,3944961,98.99,31396,0.79,1172483,98.99,9337,0.79,294797,98.99,2344,0.79,98.99,33479,0.79
Sylhet,,16705992B47932115867008,BGD,ADM2,primary_healthcare,TIME,4800,4209634,441174,99.06,291,0.07,1807191,99.06,1195,0.07,3947573,99.06,2612,0.07,1173260,99.06,777,0.07,294992,99.06,195,0.07,99.06,2784,0.07
Sylhet,,16705992B47932115867008,BGD,ADM2,primary_healthcare,TIME,5400,4210549,441270,99.08,96,0.02,1807584,99.08,393,0.02,3948431,99.08,858,0.02,1173515,99.08,255,0.02,295056,99.08,64,0.02,99.08,915,0.02
Sylhet,,16705992B47932115867008,BGD,ADM2,primary_healthcare,TIME,6000,4212266,441450,99.12,180,0.04,1808321,99.12,737,0.04,3950040,99.12,1609,0.04,1173993,99.12,478,0.04,295176,99.12,120,0.04,99.12,1717,0.04
Sylhet,,16705992B47932115867008,BGD,ADM2,primary_healthcare,TIME,6600,4212306,441454,99.12,4,0.0,1808338,99.12,17,0.0,3950078,99.12,38,0.0,1174004,99.12,11,0.0,295179,99.12,3,0.0,99.12,40,0.0
Sylhet,,16705992B47932115867008,BGD,ADM2,primary_healthcare,TIME,7200,4213257,441554,99.14,100,0.02,1808746,99.14,408,0.02,3950970,99.14,892,0.02,1174270,99.14,266,0.02,295245,99.14,66,0.02,99.14,951,0.02
Rajbari,,16705992B48875454234518,BGD,ADM2,primary_healthcare,TIME,600,61720,5169,5.4,5169,5.4,21658,5.4,21658,5.4,56389,5.4,56389,5.4,17850,5.4,17850,5.4,5812,5.41,5812,5.41,5.4,61720,5.4
Rajbari,,16705992B48875454234518,BGD,ADM2,primary_healthcare,TIME,1200,233036,19521,20.4,14352,15.0,81794,20.39,60136,14.99,212916,20.4,156527,15.0,67395,20.41,49545,15.0,21943,20.43,16131,15.02,20.41,171316,15.0
Rajbari,,16705992B48875454234518,BGD,ADM2,primary_healthcare,TIME,1800,478950,40172,41.98,20651,21.58,168375,41.98,86581,21.59,437663,41.94,224747,21.54,138473,41.93,71078,21.52,45034,41.93,23091,21.5,41.94,245914,21.53
Rajbari,,16705992B48875454234518,BGD,ADM2,primary_healthcare,TIME,2400,654988,54938,57.42,14766,15.43,230266,57.41,61891,15.43,598524,57.35,160861,15.41,189367,57.34,50894,15.41,61587,57.35,16553,15.41,57.35,176038,15.41
Rajbari,,16705992B48875454234518,BGD,ADM2,primary_healthcare,TIME,3000,737604,61861,64.65,6923,7.24,259276,64.65,29010,7.23,674010,64.59,75486,7.23,213258,64.57,23891,7.23,69364,64.59,7777,7.24,64.59,82616,7.23
Rajbari,,16705992B48875454234518,BGD,ADM2,primary_healthcare,TIME,3600,839857,70413,73.59,8552,8.94,295127,73.59,35851,8.94,767449,73.54,93439,8.95,242844,73.53,29586,8.96,78977,73.54,9613,8.95,73.54,102253,8.95
Rajbari,,16705992B48875454234518,BGD,ADM2,primary_healthcare,TIME,4200,963308,80752,84.39,10339,10.81,338448,84.39,43321,10.8,880240,84.35,112791,10.81,278549,84.34,35705,10.81,90603,84.36,11626,10.83,84.35,123451,10.81
Rajbari,,16705992B48875454234518,BGD,ADM2,primary_healthcare,TIME,4800,971844,81467,85.14,715,0.75,341443,85.14,2995,0.75,888039,85.1,7799,0.75,281018,85.09,2469,0.75,91407,85.11,804,0.75,85.1,8536,0.75
Rajbari,,16705992B48875454234518,BGD,ADM2,primary_healthcare,TIME,5400,983143,82413,86.13,946,0.99,345408,86.12,3965,0.99,898362,86.09,10323,0.99,284285,86.08,3267,0.99,92471,86.1,1064,0.99,86.09,11299,0.99
Rajbari,,16705992B48875454234518,BGD,ADM2,primary_healthcare,TIME,6000,1097842,91984,96.13,9571,10.0,385548,96.13,40140,10.01,1003193,96.13,104831,10.05,317497,96.13,33212,10.06,103237,96.13,10766,10.02,96.13,114699,10.04
Rajbari,,16705992B48875454234518,BGD,ADM2,primary_healthcare,TIME,6600,1099676,92137,96.29,153,0.16,386192,96.29,644,0.16,1004868,96.29,1675,0.16,318027,96.29,530,0.16,103409,96.29,172,0.16,96.29,1834,0.16
Rajbari,,16705992B48875454234518,BGD,ADM2,primary_healthcare,TIME,7200,1103320,92442,96.61,305,0.32,387471,96.61,1279,0.32,1008198,96.61,3330,0.32,319081,96.61,1054,0.32,103753,96.61,344,0.32,96.61,3644,0.32
Patuakhali,,16705992B49808088196813,BGD,ADM2,primary_healthcare,TIME,600,289463,25452,17.66,25452,17.66,105903,17.65,105903,17.65,264101,17.63,264101,17.63,81826,17.62,81826,17.62,27625,17.61,27625,17.61,17.63,289463,17.63
Patuakhali,,16705992B49808088196813,BGD,ADM2,primary_healthcare,TIME,1200,501189,43997,30.52,18545,12.87,183144,30.53,77241,12.87,457238,30.52,193137,12.89,141758,30.52,59932,12.9,47871,30.52,20246,12.91,30.52,211726,12.89
Patuakhali,,16705992B49808088196813,BGD,ADM2,primary_healthcare,TIME,1800,585350,51361,35.63,7364,5.11,213900,35.65,30756,5.13,534008,35.65,76770,5.12,165579,35.65,23821,5.13,55921,35.65,8050,5.13,35.65,84161,5.13
Patuakhali,,16705992B49808088196813,BGD,ADM2,primary_healthcare,TIME,2400,838126,73518,51.0,22157,15.37,306036,51.01,92136,15.36,764594,51.04,230586,15.39,237130,51.05,71551,15.4,80088,51.06,24167,15.41,51.04,252776,15.39
Patuakhali,,16705992B49808088196813,BGD,ADM2,primary_healthcare,TIME,3000,1016536,89170,61.86,15652,10.86,371166,61.87,65130,10.86,927352,61.9,162758,10.86,287608,61.92,50478,10.87,97136,61.93,17048,10.87,61.9,178410,10.86
Patuakhali,,16705992B49808088196813,BGD,ADM2,primary_healthcare,TIME,3600,1173118,102898,71.39,13728,9.52,428292,71.39,57126,9.52,1070192,71.44,142840,9.53,331921,71.46,44313,9.54,112103,71.47,14967,9.54,71.44,156582,9.54
Patuakhali,,16705992B49808088196813,BGD,ADM2,primary_healthcare,TIME,4200,1348238,118282,82.06,15384,10.67,492387,82.07,64095,10.68,1229963,82.1,159771,10.66,381431,82.12,49510,10.66,128821,82.13,16718,10.66,82.1,175120,10.66
Patuakhali,,16705992B49808088196813,BGD,ADM2,primary_healthcare,TIME,4800,1417027,124330,86.25,6048,4.2,517554,86.27,25167,4.19,1292725,86.29,62762,4.19,400877,86.3,19446,4.19,135386,86.32,6565,4.19,86.29,68789,4.19
Patuakhali,,16705992B49808088196813,BGD,ADM2,primary_healthcare,TIME,5400,1483777,130176,90.31,5846,4.06,541853,90.32,24299,4.05,1353613,90.35,60888,4.06,419779,90.37,18902,4.07,141771,90.39,6385,4.07,90.36,66750,4.06
Patuakhali,,16705992B49808088196813,BGD,ADM2,primary_healthcare,TIME,6000,1504669,132013,91.58,1837,1.27,549497,91.59,7644,1.27,1372674,91.63,19061,1.27,425685,91.64,5906,1.27,143765,91.66,1994,1.27,91.63,20892,1.27
Patuakhali,,16705992B49808088196813,BGD,ADM2,primary_healthcare,TIME,6600,1510038,132485,91.91,472,0.33,551461,91.92,1964,0.33,1377573,91.95,4899,0.33,427202,91.97,1517,0.33,144278,91.99,513,0.33,91.96,5369,0.33
Patuakhali,,16705992B49808088196813,BGD,ADM2,primary_healthcare,TIME,7200,1511320,132598,91.99,113,0.08,551930,92.0,469,0.08,1378742,92.03,1169,0.08,427565,92.05,363,0.08,144400,92.06,122,0.08,92.03,1282,0.08
Gazipur,,16705992B50862305652789,BGD,ADM2,primary_healthcare,TIME,600,2039794,149552,34.22,149552,34.22,652754,34.21,652754,34.21,1941951,34.3,1941951,34.3,642086,34.36,642086,34.36,113800,34.25,113800,34.25,34.3,2039794,34.3
Gazipur,,16705992B50862305652789,BGD,ADM2,primary_healthcare,TIME,1200,4306044,315370,72.17,165818,37.95,1379914,72.33,727160,38.11,4100757,72.43,2158806,38.13,1351401,72.32,709315,37.96,238971,71.93,125171,37.68,72.4,2266250,38.1
Gazipur,,16705992B50862305652789,BGD,ADM2,primary_healthcare,TIME,1800,5647402,414674,94.9,99304,22.73,1811214,94.93,431300,22.61,5376523,94.96,1275766,22.53,1774230,94.94,422829,22.63,315057,94.83,76086,22.9,94.95,1341358,22.55
Gazipur,,16705992B50862305652789,BGD,ADM2,primary_healthcare,TIME,2400,5861882,430658,98.56,15984,3.66,1880495,98.56,69281,3.63,5580360,98.56,203837,3.6,1841693,98.55,67463,3.61,327377,98.54,12320,3.71,98.56,214480,3.61
Gazipur,,16705992B50862305652789,BGD,ADM2,primary_healthcare,TIME,3000,5947464,436972,100.0,6314,1.44,1907921,100.0,27426,1.44,5661760,100.0,81400,1.44,1868702,100.0,27009,1.45,332230,100.0,4853,1.46,100.0,85582,1.44
Gazipur,,16705992B50862305652789,BGD,ADM2,primary_healthcare,TIME,3600,5947464,436972,100.0,0,0.0,1907921,100.0,0,0.0,5661760,100.0,0,0.0,1868702,100.0,0,0.0,332230,100.0,0,0.0,100.0,0,0.0
Gazipur,,16705992B50862305652789,BGD,ADM2,primary_healthcare,TIME,4200,5947464,436972,100.0,0,0.0,1907921,100.0,0,0.0,5661760,100.0,0,0.0,1868702,100.0,0,0.0,332230,100.0,0,0.0,100.0,0,0.0
Gazipur,,16705992B50862305652789,BGD,ADM2,primary_healthcare,TIME,4800,5947464,436972,100.0,0,0.0,1907921,100.0,0,0.0,5661760,100.0,0,0.0,1868702,100.0,0,0.0,332230,100.0,0,0.0,100.0,0,0.0
Gazipur,,16705992B50862305652789,BGD,ADM2,primary_healthcare,TIME,5400,5947464,436972,100.0,0,0.0,1907921,100.0,0,0.0,5661760,100.0,0,0.0,1868702,100.0,0,0.0,332230,100.0,0,0.0,100.0,0,0.0
Gazipur,,16705992B50862305652789,BGD,ADM2,primary_healthcare,TIME,6000,5947464,436972,100.0,0,0.0,1907921,100.0,0,0.0,5661760,100.0,0,0.0,1868702,100.0,0,0.0,332230,100.0,0,0.0,100.0,0,0.0
Gazipur,,16705992B50862305652789,BGD,ADM2,primary_healthcare,TIME,6600,5947464,436972,100.0,0,0.0,1907921,100.0,0,0.0,5661760,100.0,0,0.0,1868702,100.0,0,0.0,332230,100.0,0,0.0,100.0,0,0.0
Gazipur,,16705992B50862305652789,BGD,ADM2,primary_healthcare,TIME,7200,5947464,436972,100.0,0,0.0,1907921,100.0,0,0.0,5661760,100.0,0,0.0,1868702,100.0,0,0.0,332230,100.0,0,0.0,100.0,0,0.0
Rajshahi,,16705992B51815672792645,BGD,ADM2,primary_healthcare,TIME,600,675794,46801,23.33,46801,23.33,217506,23.34,217506,23.34,629880,23.36,629880,23.36,208099,23.36,208099,23.36,51200,23.35,51200,23.35,23.35,675794,23.35
Rajshahi,,16705992B51815672792645,BGD,ADM2,primary_healthcare,TIME,1200,1010953,70020,34.9,23219,11.57,325391,34.92,107885,11.58,942266,34.94,312386,11.58,311301,34.94,103202,11.58,76595,34.93,25395,11.58,34.94,335159,11.58
Rajshahi,,16705992B51815672792645,BGD,ADM2,primary_healthcare,TIME,1800,1439851,99732,49.71,29712,14.81,463436,49.74,138045,14.82,1342014,49.76,399748,14.82,443367,49.76,132066,14.82,109100,49.75,32505,14.82,49.76,428898,14.82
Rajshahi,,16705992B51815672792645,BGD,ADM2,primary_healthcare,TIME,2400,1770785,122692,61.15,22960,11.44,569990,61.17,106554,11.44,1650437,61.2,308423,11.44,545249,61.2,101882,11.44,134201,61.2,25101,11.45,61.2,330934,11.44
Rajshahi,,16705992B51815672792645,BGD,ADM2,primary_healthcare,TIME,3000,2035195,140999,70.28,18307,9.12,655077,70.31,85087,9.13,1896881,70.33,246444,9.14,626671,70.34,81422,9.14,154234,70.33,20033,9.14,70.33,264410,9.14
Rajshahi,,16705992B51815672792645,BGD,ADM2,primary_healthcare,TIME,3600,2204186,152714,76.12,11715,5.84,709450,76.14,54373,5.84,2054368,76.17,157487,5.84,678700,76.18,52029,5.84,167060,76.18,12826,5.85,76.17,168991,5.84
Rajshahi,,16705992B51815672792645,BGD,ADM2,primary_healthcare,TIME,4200,2536780,175781,87.61,23067,11.5,816542,87.64,107092,11.49,2364349,87.67,309981,11.49,781100,87.67,102400,11.49,192275,87.68,25215,11.5,87.67,332594,11.49
Rajshahi,,16705992B51815672792645,BGD,ADM2,primary_healthcare,TIME,4800,2763642,191490,95.44,15709,7.83,889533,95.47,72991,7.83,2575789,95.51,211440,7.84,850959,95.51,69859,7.84,209472,95.52,17197,7.84,95.51,226862,7.84
Rajshahi,,16705992B51815672792645,BGD,ADM2,primary_healthcare,TIME,5400,2767069,191727,95.56,237,0.12,890636,95.59,1103,0.12,2578983,95.63,3194,0.12,852014,95.63,1055,0.12,209731,95.64,259,0.12,95.63,3427,0.12
Rajshahi,,16705992B51815672792645,BGD,ADM2,primary_healthcare,TIME,6000,2768583,191832,95.61,105,0.05,891123,95.64,487,0.05,2580394,95.68,1411,0.05,852480,95.68,466,0.05,209846,95.69,115,0.05,95.68,1514,0.05
