name,iso,id,country,admin_level,category,range_type,range,population,under_5_population,under_5_population_share,under_5_population_interval,under_5_population_interval_share,school_age_population,school_age_population_share,school_age_population_interval,school_age_population_interval_share,adults_population,adults_population_share,adults_population_interval,adults_population_interval_share,women_childbearing_population,women_childbearing_population_share,women_childbearing_population_interval,women_childbearing_population_interval_share,elderly_population,elderly_population_share,elderly_population_interval,elderly_population_interval_share,population_share,population_interval,population_interval_share
Jamalpur,,16705992B65705561019803,BGD,ADM2,primary_healthcare,TIME,4800,2287026,212909,94.48,947,0.42,823021,94.47,3664,0.42,2106229,94.47,9368,0.42,651889,94.47,2899,0.42,198686,94.56,878,0.42,94.48,10168,0.42
Jamalpur,,16705992B65705561019803,BGD,ADM2,primary_healthcare,TIME,5400,2294891,213641,94.8,732,0.32,825850,94.79,2829,0.32,2113474,94.8,7245,0.32,654131,94.8,2242,0.32,199369,94.89,683,0.33,94.8,7865,0.32
Jamalpur,,16705992B65705561019803,BGD,ADM2,primary_healthcare,TIME,6000,2327020,216634,96.13,2993,1.33,837479,96.13,11629,1.33,2143152,96.13,29678,1.33,663305,96.13,9174,1.33,202071,96.17,2702,1.29,96.13,32129,1.33
Jamalpur,,16705992B65705561019803,BGD,ADM2,primary_healthcare,TIME,6600,2333493,217236,96.4,602,0.27,839823,96.4,2344,0.27,2149133,96.4,5981,0.27,665154,96.4,1849,0.27,202614,96.43,543,0.26,96.4,6473,0.27
Jamalpur,,16705992B65705561019803,BGD,ADM2,primary_healthcare,TIME,7200,2335540,217425,96.48,189,0.08,840556,96.48,733,0.08,2151018,96.48,1885,0.08,665738,96.48,584,0.08,202791,96.51,177,0.08,96.48,2047,0.08
Dinajpur,,16705992B66423446659680,BGD,ADM2,primary_healthcare,TIME,600,833481,68800,25.64,68800,25.64,284117,25.64,284117,25.64,772330,25.65,772330,25.65,243580,25.65,243580,25.65,67670,25.65,67670,25.65,25.65,833481,25.65
Dinajpur,,16705992B66423446659680,BGD,ADM2,primary_healthcare,TIME,1200,1783416,147190,54.86,78390,29.22,607863,54.87,323746,29.22,1652562,54.88,880232,29.23,521216,54.88,277636,29.23,144804,54.88,77134,29.24,54.88,949935,29.23
Dinajpur,,16705992B66423446659680,BGD,ADM2,primary_healthcare,TIME,1800,2676397,220906,82.33,73716,27.47,912288,82.34,304425,27.48,2480021,82.35,827459,27.48,782175,82.36,260959,27.48,217312,82.37,72508,27.48,82.36,892981,27.48
Dinajpur,,16705992B66423446659680,BGD,ADM2,primary_healthcare,TIME,2400,3151356,260172,96.97,39266,14.63,1074335,96.97,162047,14.63,2920157,96.97,440136,14.62,920963,96.97,138788,14.61,255850,96.97,38538,14.61,96.97,474959,14.62
Dinajpur,,16705992B66423446659680,BGD,ADM2,primary_healthcare,TIME,3000,3238841,267402,99.66,7230,2.69,1104185,99.66,29850,2.69,3001233,99.66,81076,2.69,946526,99.66,25563,2.69,262943,99.66,7093,2.69,99.66,87485,2.69
Dinajpur,,16705992B66423446659680,BGD,ADM2,primary_healthcare,TIME,3600,3244231,267847,99.83,445,0.17,1106023,99.83,1838,0.17,3006228,99.83,4995,0.17,948101,99.83,1575,0.17,263381,99.83,438,0.17,99.83,5390,0.17
Dinajpur,,16705992B66423446659680,BGD,ADM2,primary_healthcare,TIME,4200,3246386,268024,99.89,177,0.07,1106757,99.89,734,0.07,3008225,99.89,1997,0.07,948731,99.89,630,0.07,263556,99.9,175,0.07,99.89,2155,0.07
Dinajpur,,16705992B66423446659680,BGD,ADM2,primary_healthcare,TIME,4800,3248835,268227,99.97,203,0.08,1107592,99.97,835,0.08,3010495,99.97,2270,0.08,949447,99.97,716,0.08,263755,99.97,199,0.08,99.97,2449,0.08
Dinajpur,,16705992B66423446659680,BGD,ADM2,primary_healthcare,TIME,5400,3249588,268289,99.99,62,0.02,1107849,99.99,257,0.02,3011192,99.99,697,0.02,949667,99.99,220,0.02,263816,99.99,61,0.02,99.99,753,0.02
Dinajpur,,16705992B66423446659680,BGD,ADM2,primary_healthcare,TIME,6000,3249802,268306,100.0,17,0.01,1107922,100.0,73,0.01,3011391,100.0,199,0.01,949729,100.0,62,0.01,263833,100.0,17,0.01,100.0,214,0.01
Dinajpur,,16705992B66423446659680,BGD,ADM2,primary_healthcare,TIME,6600,3249802,268306,100.0,0,0.0,1107922,100.0,0,0.0,3011391,100.0,0,0.0,949729,100.0,0,0.0,263833,100.0,0,0.0,100.0,0,0.0
Dinajpur,,16705992B66423446659680,BGD,ADM2,primary_healthcare,TIME,7200,3249802,268306,100.0,0,0.0,1107922,100.0,0,0.0,3011391,100.0,0,0.0,949729,100.0,0,0.0,263833,100.0,0,0.0,100.0,0,0.0
Panchagarh,,16705992B66536058617583,BGD,ADM2,primary_healthcare,TIME,600,282644,26200,25.72,26200,25.72,105101,25.72,105101,25.72,265141,25.72,265141,25.72,81733,25.72,81733,25.72,19713,25.71,19713,25.71,25.72,282644,25.72
Panchagarh,,16705992B66536058617583,BGD,ADM2,primary_healthcare,TIME,1200,544683,50487,49.56,24287,23.84,202535,49.56,97434,23.84,510951,49.56,245810,23.84,157507,49.56,75774,23.84,37993,49.55,18280,23.84,49.56,262039,23.84
Panchagarh,,16705992B66536058617583,BGD,ADM2,primary_healthcare,TIME,1800,702011,65069,63.87,14582,14.31,261034,63.87,58499,14.31,658534,63.87,147583,14.31,203002,63.87,45495,14.31,48968,63.86,10975,14.31,63.87,157328,14.31
Panchagarh,,16705992B66536058617583,BGD,ADM2,primary_healthcare,TIME,2400,864263,80101,78.63,15032,14.76,321353,78.63,60319,14.76,810731,78.63,152197,14.76,249920,78.63,46918,14.76,60292,78.63,11324,14.77,78.63,162252,14.76
Panchagarh,,16705992B66536058617583,BGD,ADM2,primary_healthcare,TIME,3000,1047896,97122,95.34,17021,16.71,389636,95.34,68283,16.71,982986,95.34,172255,16.71,303017,95.34,53097,16.71,73107,95.34,12815,16.71,95.34,183633,16.71
Panchagarh,,16705992B66536058617583,BGD,ADM2,primary_healthcare,TIME,3600,1097303,101703,99.83,4581,4.5,408010,99.83,18374,4.5,1029332,99.83,46346,4.5,317303,99.83,14286,4.49,76554,99.83,3447,4.5,99.83,49407,4.5
Panchagarh,,16705992B66536058617583,BGD,ADM2,primary_healthcare,TIME,4200,1097303,101703,99.83,0,0.0,408010,99.83,0,0.0,1029332,99.83,0,0.0,317303,99.83,0,0.0,76554,99.83,0,0.0,99.83,0,0.0
Panchagarh,,16705992B66536058617583,BGD,ADM2,primary_healthcare,TIME,4800,1097923,101760,99.89,57,0.06,408240,99.89,230,0.06,1029914,99.89,582,0.06,317482,99.89,179,0.06,76597,99.89,43,0.06,99.89,620,0.06
Panchagarh,,16705992B66536058617583,BGD,ADM2,primary_healthcare,TIME,5400,1098190,101785,99.91,25,0.02,408340,99.91,100,0.02,1030165,99.91,251,0.02,317560,99.91,78,0.02,76616,99.92,19,0.02,99.91,267,0.02
Panchagarh,,16705992B66536058617583,BGD,ADM2,primary_healthcare,TIME,6000,1098485,101812,99.94,27,0.03,408449,99.94,109,0.03,1030441,99.94,276,0.03,317645,99.94,85,0.03,76636,99.94,20,0.03,99.94,295,0.03
Panchagarh,,16705992B66536058617583,BGD,ADM2,primary_healthcare,TIME,6600,1098531,101817,99.95,5,0.0,408466,99.95,17,0.0,1030485,99.95,44,0.0,317658,99.95,13,0.0,76640,99.95,4,0.01,99.95,46,0.0
Panchagarh,,16705992B66536058617583,BGD,ADM2,primary_healthcare,TIME,7200,1098531,101817,99.95,0,0.0,408466,99.95,0,0.0,1030485,99.95,0,0.0,317658,99.95,0,0.0,76640,99.95,0,0.0,99.95,0,0.0
Barisal,,16705992B66943755852345,BGD,ADM2,primary_healthcare,TIME,600,535160,44388,24.14,44388,24.14,201383,24.15,201383,24.15,487219,24.14,487219,24.14,152413,24.15,152413,24.15,52126,24.15,52126,24.15,24.14,535160,24.14
Barisal,,16705992B66943755852345,BGD,ADM2,primary_healthcare,TIME,1200,768832,63770,34.68,19382,10.54,289312,34.69,87929,10.54,699952,34.69,212733,10.54,218961,34.69,66548,10.54,74893,34.69,22767,10.55,34.69,233672,10.54
Barisal,,16705992B66943755852345,BGD,ADM2,primary_healthcare,TIME,1800,891017,73922,40.2,10152,5.52,335321,40.21,46009,5.52,811207,40.2,111255,5.51,253744,40.2,34783,5.51,86779,40.2,11886,5.51,40.2,122185,5.51
Barisal,,16705992B66943755852345,BGD,ADM2,primary_healthcare,TIME,2400,964286,80010,43.51,6088,3.31,362914,43.51,27593,3.31,877923,43.51,66716,3.31,274601,43.5,20857,3.3,93906,43.5,7127,3.3,43.51,73269,3.31
Barisal,,16705992B66943755852345,BGD,ADM2,primary_healthcare,TIME,3000,1210303,100406,54.6,20396,11.09,455460,54.61,92546,11.1,1101871,54.6,223948,11.1,344671,54.6,70070,11.1,117899,54.62,23993,11.11,54.61,246017,11.1
Barisal,,16705992B66943755852345,BGD,ADM2,primary_healthcare,TIME,3600,1313515,108964,59.25,8558,4.65,494169,59.25,38709,4.64,1195832,59.26,93961,4.66,374085,59.26,29414,4.66,127958,59.28,10059,4.66,59.26,103212,4.66
Barisal,,16705992B66943755852345,BGD,ADM2,primary_healthcare,TIME,4200,1358334,112683,61.28,3719,2.02,511037,61.27,16868,2.02,1236638,61.28,40806,2.02,386848,61.29,12763,2.02,132321,61.3,4363,2.02,61.28,44819,2.02
Barisal,,16705992B66943755852345,BGD,ADM2,primary_healthcare,TIME,4800,1422433,118002,64.17,5319,2.89,535162,64.17,24125,2.89,1294998,64.17,58360,2.89,405103,64.18,18255,2.89,138561,64.19,6240,2.89,64.18,64099,2.89
Barisal,,16705992B66943755852345,BGD,ADM2,primary_healthcare,TIME,5400,1550483,128624,69.95,10622,5.78,583336,69.94,48174,5.78,1411578,69.95,116580,5.78,441569,69.96,36466,5.78,151034,69.97,12473,5.78,69.95,128050,5.78
Barisal,,16705992B66943755852345,BGD,ADM2,primary_healthcare,TIME,6000,1555900,129073,70.19,449,0.24,585375,70.19,2039,0.24,1416510,70.2,4932,0.24,443111,70.2,1542,0.24,151561,70.21,527,0.24,70.2,5417,0.24
Barisal,,16705992B66943755852345,BGD,ADM2,primary_healthcare,TIME,6600,1565115,129838,70.61,765,0.42,588843,70.6,3468,0.42,1424900,70.61,8390,0.42,445736,70.62,2625,0.42,152458,70.63,897,0.42,70.61,9215,0.42
Barisal,,16705992B66943755852345,BGD,ADM2,primary_healthcare,TIME,7200,1571579,130374,70.9,536,0.29,591276,70.9,2433,0.29,1430785,70.9,5885,0.29,447576,70.91,1840,0.29,153087,70.92,629,0.29,70.91,6464,0.29
Faridpur,,16705992B67131385183639,BGD,ADM2,primary_healthcare,TIME,600,5055,443,0.25,443,0.25,1877,0.25,1877,0.25,4642,0.25,4642,0.25,1445,0.25,1445,0.25,452,0.25,452,0.25,0.25,5055,0.25
Faridpur,,16705992B67131385183639,BGD,ADM2,primary_healthcare,TIME,1200,118105,10356,5.92,9913,5.67,43853,5.92,41976,5.67,108449,5.92,103807,5.67,33762,5.92,32317,5.67,10579,5.92,10127,5.67,5.92,113050,5.67
Faridpur,,16705992B67131385183639,BGD,ADM2,primary_healthcare,TIME,1800,423128,37102,21.23,26746,15.3,157112,21.23,113259,15.3,388538,21.22,280089,15.3,120959,21.22,87197,15.3,37899,21.21,27320,15.29,21.22,305023,15.3
Faridpur,,16705992B67131385183639,BGD,ADM2,primary_healthcare,TIME,2400,901425,79031,45.21,41929,23.99,334632,45.21,177520,23.98,827730,45.21,439192,23.99,257709,45.21,136750,23.99,80746,45.18,42847,23.97,45.21,478297,23.99
Faridpur,,16705992B67131385183639,BGD,ADM2,primary_healthcare,TIME,3000,1325245,116213,66.48,37182,21.27,492140,66.49,157508,21.28,1216838,66.46,389108,21.25,378781,66.45,121072,21.24,118774,66.46,38028,21.28,66.46,423820,21.26
Faridpur,,16705992B67131385183639,BGD,ADM2,primary_healthcare,TIME,3600,1712257,150150,85.9,33937,19.41,635831,85.9,143691,19.41,1572212,85.87,355374,19.41,489416,85.86,110635,19.41,153438,85.86,34664,19.4,85.87,387012,19.41
Faridpur,,16705992B67131385183639,BGD,ADM2,primary_healthcare,TIME,4200,1865579,163571,93.58,13421,7.68,692668,93.58,56837,7.68,1712999,93.56,140787,7.69,533262,93.56,43846,7.69,167174,93.54,13736,7.69,93.56,153322,7.69
Faridpur,,16705992B67131385183639,BGD,ADM2,primary_healthcare,TIME,4800,1886817,165433,94.64,1862,1.07,700554,94.64,7886,1.07,1732501,94.63,19502,1.07,539334,94.62,6072,1.07,169075,94.6,1901,1.06,94.63,21238,1.07
Faridpur,,16705992B67131385183639,BGD,ADM2,primary_healthcare,TIME,5400,1893758,166041,94.99,608,0.35,703127,94.99,2573,0.35,1738874,94.98,6373,0.35,541319,94.97,1985,0.35,169698,94.95,623,0.35,94.97,6941,0.35
Faridpur,,16705992B67131385183639,BGD,ADM2,primary_healthcare,TIME,6000,1901229,166687,95.36,646,0.37,705854,95.36,2727,0.37,1745724,95.35,6850,0.37,543463,95.34,2144,0.38,170377,95.33,679,0.38,95.35,7471,0.37
Faridpur,,16705992B67131385183639,BGD,ADM2,primary_healthcare,TIME,6600,1907704,167255,95.68,568,0.32,708258,95.69,2404,0.32,1751670,95.68,5946,0.32,545314,95.67,1851,0.32,170957,95.66,580,0.32,95.67,6475,0.32
Faridpur,,16705992B67131385183639,BGD,ADM2,primary_healthcare,TIME,7200,1910318,167484,95.82,229,0.13,709228,95.82,970,0.13,1754070,95.81,2400,0.13,546061,95.8,747,0.13,171191,95.79,234,0.13,95.8,2614,0.13
Chandpur,,16705992B70711841490613,BGD,ADM2,primary_healthcare,TIME,1200,24132,2233,0.98,2233,0.98,9653,0.98,9653,0.98,22008,0.98,22008,0.98,7143,0.98,7143,0.98,2312,0.97,2312,0.97,0.98,24132,0.98
Chandpur,,16705992B70711841490613,BGD,ADM2,primary_healthcare,TIME,1800,174519,16107,7.08,13874,6.09,69706,7.07,60053,6.09,159095,7.07,137087,6.09,51680,7.07,44537,6.09,16789,7.06,14477,6.09,7.07,150387,6.09
Chandpur,,16705992B70711841490613,BGD,ADM2,primary_healthcare,TIME,2400,584182,53884,23.67,37777,16.59,233261,23.67,163555,16.59,532511,23.66,373416,16.59,173009,23.66,121329,16.59,56241,23.66,39452,16.59,23.66,409663,16.59
Chandpur,,16705992B70711841490613,BGD,ADM2,primary_healthcare,TIME,3000,1026121,94655,41.58,40771,17.91,409736,41.57,176475,17.91,935372,41.57,402861,17.9,303887,41.56,130878,17.9,98776,41.55,42535,17.89,41.57,441939,17.9
Chandpur,,16705992B70711841490613,BGD,ADM2,primary_healthcare,TIME,3600,1617148,149149,65.52,54494,23.94,645676,65.51,235940,23.94,1474091,65.51,538719,23.94,478934,65.51,175047,23.94,155707,65.49,56931,23.95,65.51,591027,23.94
Chandpur,,16705992B70711841490613,BGD,ADM2,primary_healthcare,TIME,4200,2250064,207496,91.15,58347,25.63,898320,91.15,252644,25.63,2050981,91.15,576890,25.64,666393,91.15,187459,25.64,216684,91.14,60977,25.65,91.15,632916,25.64
Chandpur,,16705992B70711841490613,BGD,ADM2,primary_healthcare,TIME,4800,2417027,222894,97.91,15398,6.76,964980,97.91,66660,6.76,2203170,97.91,152189,6.76,715842,97.91,49449,6.76,232765,97.91,16081,6.76,97.91,166963,6.76
Chandpur,,16705992B70711841490613,BGD,ADM2,primary_healthcare,TIME,5400,2425158,223643,98.24,749,0.33,968225,98.24,3245,0.33,2210581,98.24,7411,0.33,718250,98.24,2408,0.33,233548,98.24,783,0.33,98.24,8131,0.33
Chandpur,,16705992B70711841490613,BGD,ADM2,primary_healthcare,TIME,6000,2438431,224867,98.78,1224,0.54,973524,98.78,5299,0.54,2222679,98.78,12098,0.54,722182,98.78,3932,0.54,234827,98.78,1279,0.54,98.78,13273,0.54
Chandpur,,16705992B70711841490613,BGD,ADM2,primary_healthcare,TIME,6600,2439424,224959,98.82,92,0.04,973920,98.82,396,0.04,2223584,98.82,905,0.04,722475,98.82,293,0.04,234922,98.82,95,0.04,98.82,993,0.04
Chandpur,,16705992B70711841490613,BGD,ADM2,primary_healthcare,TIME,7200,2439964,225008,98.84,49,0.02,974136,98.84,216,0.02,2224076,98.84,492,0.02,722635,98.84,160,0.02,234974,98.84,52,0.02,98.84,540,0.02
Nilphamari,,16705992B74406959438199,BGD,ADM2,primary_healthcare,TIME,1200,51459,4713,2.5,4713,2.5,18977,2.53,18977,2.53,47983,2.6,47983,2.6,14732,2.63,14732,2.63,3878,2.72,3878,2.72,2.61,51459,2.61
Nilphamari,,16705992B74406959438199,BGD,ADM2,primary_healthcare,TIME,1800,431678,41008,21.78,36295,19.28,163422,21.81,144445,19.28,403656,21.88,355673,19.27,122813,21.9,108081,19.27,31398,21.99,27520,19.27,21.88,380219,19.27
Nilphamari,,16705992B74406959438199,BGD,ADM2,primary_healthcare,TIME,2400,769034,73209,38.89,32201,17.11,291576,38.92,128154,17.1,719236,38.98,315580,17.1,218714,39.0,95901,17.1,55814,39.08,24416,17.1,38.98,337356,17.1
Nilphamari,,16705992B74406959438199,BGD,ADM2,primary_healthcare,TIME,3000,1388273,132354,70.31,59145,31.42,526921,70.33,235345,31.41,1298535,70.37,579299,31.39,394729,70.39,176015,31.39,100597,70.44,44783,31.36,70.38,619239,31.39
Nilphamari,,16705992B74406959438199,BGD,ADM2,primary_healthcare,TIME,3600,1744717,166446,88.42,34092,18.11,662530,88.43,135609,18.1,1632017,88.44,333482,18.07,496014,88.45,101285,18.06,126347,88.47,25750,18.03,88.45,356444,18.07
Nilphamari,,16705992B74406959438199,BGD,ADM2,primary_healthcare,TIME,4200,1929394,184109,97.8,17663,9.38,732792,97.8,70262,9.38,1804797,97.81,172780,9.36,548491,97.81,52477,9.36,139689,97.81,13342,9.34,97.81,184677,9.36
Nilphamari,,16705992B74406959438199,BGD,ADM2,primary_healthcare,TIME,4800,1935974,184738,98.14,629,0.33,735295,98.14,2503,0.33,1810954,98.14,6157,0.33,550360,98.14,1869,0.33,140164,98.14,475,0.33,98.14,6580,0.33
Nilphamari,,16705992B74406959438199,BGD,ADM2,primary_healthcare,TIME,5400,1936877,184825,98.18,87,0.05,735639,98.18,344,0.05,1811798,98.19,844,0.05,550617,98.19,257,0.05,140230,98.19,66,0.05,98.19,903,0.05
Nilphamari,,16705992B74406959438199,BGD,ADM2,primary_healthcare,TIME,6000,1940627,185183,98.37,358,0.19,737066,98.37,1427,0.19,1815307,98.38,3509,0.19,551682,98.38,1065,0.19,140500,98.38,270,0.19,98.38,3750,0.19
Nilphamari,,16705992B74406959438199,BGD,ADM2,primary_healthcare,TIME,6600,1941699,185286,98.43,103,0.05,737474,98.43,408,0.05,1816310,98.43,1003,0.05,551987,98.43,305,0.05,140578,98.43,78,0.05,98.43,1072,0.05
Nilphamari,,16705992B74406959438199,BGD,ADM2,primary_healthcare,TIME,7200,1942970,185408,98.49,122,0.06,737957,98.49,483,0.06,1817499,98.49,1189,0.06,552348,98.5,361,0.06,140670,98.5,92,0.06,98.5,1271,0.06
Gaibandha,,16705992B74857221285320,BGD,ADM2,primary_healthcare,TIME,1200,22774,2106,0.87,2106,0.87,8030,0.87,8030,0.87,21045,0.87,21045,0.87,6609,0.87,6609,0.87,1907,0.87,1907,0.87,0.87,22774,0.87
Gaibandha,,16705992B74857221285320,BGD,ADM2,primary_healthcare,TIME,1800,141298,13026,5.39,10920,4.52,49737,5.4,41707,4.52,130566,5.41,109521,4.54,41036,5.41,34427,4.54,11837,5.41,9930,4.54,5.41,118524,4.54
Gaibandha,,16705992B74857221285320,BGD,ADM2,primary_healthcare,TIME,2400,469666,43318,17.92,30292,12.53,165514,17.96,115777,12.56,434022,17.98,303456,12.57,136305,17.98,95269,12.57,39317,17.97,27480,12.56,17.98,328368,12.57
Gaibandha,,16705992B74857221285320,BGD,ADM2,primary_healthcare,TIME,3000,1107119,102243,42.3,58925,24.38,390309,42.34,224795,24.39,1023079,42.37,589057,24.4,321268,42.38,184963,24.4,92701,42.36,53384,24.39,42.37,637453,24.4
Gaibandha,,16705992B74857221285320,BGD,ADM2,primary_healthcare,TIME,3600,1973054,182437,75.47,80194,33.18,695959,75.5,305650,33.16,1823257,75.51,800178,33.14,572444,75.52,251176,33.13,165231,75.51,72530,33.14,75.51,865935,33.14
Gaibandha,,16705992B74857221285320,BGD,ADM2,primary_healthcare,TIME,4200,2343251,216737,89.66,34300,14.19,826628,89.67,130669,14.18,2165338,89.68,342081,14.17,679832,89.68,107388,14.17,196243,89.68,31012,14.17,89.68,370197,14.17
Gaibandha,,16705992B74857221285320,BGD,ADM2,primary_healthcare,TIME,4800,2449093,226547,93.72,9810,4.06,863995,93.73,37367,4.05,2263141,93.73,97803,4.05,710533,93.73,30701,4.05,205110,93.73,8867,4.05,93.73,105842,4.05
Gaibandha,,16705992B74857221285320,BGD,ADM2,primary_healthcare,TIME,5400,2457771,227351,94.05,804,0.33,867059,94.06,3064,0.33,2271160,94.06,8019,0.33,713050,94.06,2517,0.33,205837,94.06,727,0.33,94.06,8678,0.33
Gaibandha,,16705992B74857221285320,BGD,ADM2,primary_healthcare,TIME,6000,2475479,228992,94.73,1641,0.68,873310,94.74,6251,0.68,2287523,94.74,16363,0.68,718186,94.74,5136,0.68,207320,94.74,1483,0.68,94.74,17708,0.68
Gaibandha,,16705992B74857221285320,BGD,ADM2,primary_healthcare,TIME,6600,2477892,229215,94.82,223,0.09,874161,94.83,851,0.09,2289753,94.83,2230,0.09,718886,94.83,700,0.09,207523,94.83,203,0.09,94.83,2413,0.09
Gaibandha,,16705992B74857221285320,BGD,ADM2,primary_healthcare,TIME,7200,2485285,229901,95.11,686,0.28,876771,95.11,2610,0.28,2296584,95.12,6831,0.28,721030,95.12,2144,0.28,208142,95.11,619,0.28,95.12,7393,0.28
Nawabganj,,16705992B76725860359822,BGD,ADM2,primary_healthcare,TIME,600,415275,36883,22.55,36883,22.55,155655,22.54,155655,22.54,388318,22.53,388318,22.53,124633,22.53,124633,22.53,30205,22.52,30205,22.52,22.53,415275,22.53
Nawabganj,,16705992B76725860359822,BGD,ADM2,primary_healthcare,TIME,1200,662452,58837,35.97,21954,13.42,248305,35.96,92650,13.42,619450,35.94,231132,13.41,198816,35.94,74183,13.41,48183,35.93,17978,13.41,35.94,247177,13.41
Nawabganj,,16705992B76725860359822,BGD,ADM2,primary_healthcare,TIME,1800,952350,84575,51.7,25738,15.73,356938,51.69,108633,15.73,890528,51.67,271078,15.73,285825,51.67,87009,15.73,69271,51.65,21088,15.72,51.67,289898,15.73
Nawabganj,,16705992B76725860359822,BGD,ADM2,primary_healthcare,TIME,2400,1115176,99015,60.53,14440,8.83,417885,60.52,60947,8.83,1042769,60.51,152241,8.83,334701,60.5,48876,8.84,81130,60.49,11859,8.84,60.5,162826,8.83
Nawabganj,,16705992B76725860359822,BGD,ADM2,primary_healthcare,TIME,3000,1200879,106619,65.17,7604,4.65,449973,65.17,32088,4.65,1122903,65.16,80134,4.65,360426,65.15,25725,4.65,87370,65.15,6240,4.65,65.15,85703,4.65
Nawabganj,,16705992B76725860359822,BGD,ADM2,primary_healthcare,TIME,3600,1302287,115603,70.67,8984,5.49,487904,70.66,37931,5.49,1217715,70.66,94812,5.5,390869,70.66,30443,5.5,94759,70.66,7389,5.51,70.66,101408,5.5
Nawabganj,,16705992B76725860359822,BGD,ADM2,primary_healthcare,TIME,4200,1403024,124527,76.12,8924,5.46,525581,76.12,37677,5.46,1311901,76.12,94186,5.47,421112,76.12,30243,5.47,102098,76.13,7339,5.47,76.12,100737,5.47
Nawabganj,,16705992B76725860359822,BGD,ADM2,primary_healthcare,TIME,4800,1504895,133576,81.65,9049,5.53,563767,81.65,38186,5.53,1407159,81.65,95258,5.53,451685,81.65,30573,5.53,109507,81.65,7409,5.52,81.65,101871,5.53
Nawabganj,,16705992B76725860359822,BGD,ADM2,primary_healthcare,TIME,5400,1545912,137210,83.87,3634,2.22,579117,83.87,15350,2.22,1445512,83.87,38353,2.23,463999,83.88,12314,2.23,112492,83.88,2985,2.23,83.88,41017,2.23
Nawabganj,,16705992B76725860359822,BGD,ADM2,primary_healthcare,TIME,6000,1561966,138636,84.74,1426,0.87,585135,84.74,6018,0.87,1460525,84.75,15013,0.87,468817,84.75,4818,0.87,113660,84.75,1168,0.87,84.75,16054,0.87
Nawabganj,,16705992B76725860359822,BGD,ADM2,primary_healthcare,TIME,6600,1570026,139352,85.18,716,0.44,588157,85.18,3022,0.44,1468061,85.18,7536,0.44,471236,85.18,2419,0.44,114246,85.19,586,0.44,85.18,8060,0.44
Nawabganj,,16705992B76725860359822,BGD,ADM2,primary_healthcare,TIME,7200,1580853,140314,85.77,962,0.59,592216,85.77,4059,0.59,1478186,85.77,10125,0.59,474485,85.77,3249,0.59,115034,85.77,788,0.59,85.77,10827,0.59
Jhenaidah,,16705992B77509092527129,BGD,ADM2,primary_healthcare,TIME,600,217051,16178,11.46,16178,11.46,71050,11.46,71050,11.46,199736,11.46,199736,11.46,64539,11.46,64539,11.46,19012,11.46,19012,11.46,11.46,217051,11.46
Jhenaidah,,16705992B77509092527129,BGD,ADM2,primary_healthcare,TIME,1200,684831,51045,36.14,34867,24.69,224173,36.15,153123,24.69,630201,36.15,430465,24.69,203632,36.15,139093,24.69,59986,36.16,40974,24.7,36.15,467780,24.69
Jhenaidah,,16705992B77509092527129,BGD,ADM2,primary_healthcare,TIME,1800,1168079,87071,61.65,36026,25.51,382352,61.66,158179,25.51,1074911,61.66,444710,25.51,347329,61.66,143697,25.51,102305,61.67,42319,25.51,61.66,483248,25.51
Jhenaidah,,16705992B77509092527129,BGD,ADM2,primary_healthcare,TIME,2400,1366797,101884,72.14,14813,10.49,447395,72.15,65043,10.49,1257787,72.15,182876,10.49,406423,72.15,59094,10.49,119702,72.16,17397,10.49,72.15,198718,10.49
Jhenaidah,,16705992B77509092527129,BGD,ADM2,primary_healthcare,TIME,3000,1715077,127844,90.52,25960,18.38,561388,90.53,113993,18.38,1578303,90.54,320516,18.39,509999,90.54,103576,18.39,150190,90.54,30488,18.38,90.54,348280,18.39
Jhenaidah,,16705992B77509092527129,BGD,ADM2,primary_healthcare,TIME,3600,1871293,139515,98.79,11671,8.26,612570,98.79,51182,8.25,1722054,98.79,143751,8.25,556436,98.79,46437,8.24,163876,98.79,13686,8.25,98.79,156216,8.25
Jhenaidah,,16705992B77509092527129,BGD,ADM2,primary_healthcare,TIME,4200,1872851,139631,98.87,116,0.08,613080,98.87,510,0.08,1723488,98.87,1434,0.08,556900,98.87,464,0.08,164013,98.87,137,0.08,98.87,1558,0.08
Jhenaidah,,16705992B77509092527129,BGD,ADM2,primary_healthcare,TIME,4800,1874336,139741,98.95,110,0.08,613567,98.95,487,0.08,1724855,98.95,1367,0.08,557341,98.95,441,0.08,164143,98.95,130,0.08,98.95,1485,0.08
Jhenaidah,,16705992B77509092527129,BGD,ADM2,primary_healthcare,TIME,5400,1876368,139893,99.05,152,0.11,614232,99.05,665,0.11,1726725,99.05,1870,0.11,557945,99.05,604,0.11,164321,99.05,178,0.11,99.05,2032,0.11
Jhenaidah,,16705992B77509092527129,BGD,ADM2,primary_healthcare,TIME,6000,1876733,139920,99.07,27,0.02,614351,99.07,119,0.02,1727060,99.07,335,0.02,558054,99.07,109,0.02,164353,99.07,32,0.02,99.07,365,0.02
Jhenaidah,,16705992B77509092527129,BGD,ADM2,primary_healthcare,TIME,6600,1877018,139941,99.09,21,0.01,614444,99.09,93,0.01,1727323,99.09,263,0.02,558139,99.09,85,0.02,164378,99.09,25,0.02,99.09,285,0.02
