name,iso,id,country,admin_level,category,range_type,range,population,under_5_population,under_5_population_share,under_5_population_interval,under_5_population_interval_share,school_age_population,school_age_population_share,school_age_population_interval,school_age_population_interval_share,adults_population,adults_population_share,adults_population_interval,adults_population_interval_share,women_childbearing_population,women_childbearing_population_share,women_childbearing_population_interval,women_childbearing_population_interval_share,elderly_population,elderly_population_share,elderly_population_interval,elderly_population_interval_share,population_share,population_interval,population_interval_share
Natore,,16705992B43065208682222,BGD,ADM2,hospitals,TIME,3000,1781955,134690,95.38,11511,8.15,571527,95.37,48888,8.16,1646349,95.37,140885,8.16,540580,95.37,46269,8.16,149545,95.38,12789,8.16,95.37,152481,8.16
Natore,,16705992B43065208682222,BGD,ADM2,hospitals,TIME,3600,1829033,138238,97.9,3548,2.51,586623,97.89,15096,2.52,1689855,97.89,43506,2.52,554870,97.89,14290,2.52,153486,97.89,3941,2.51,97.89,47078,2.52
Natore,,16705992B43065208682222,BGD,ADM2,hospitals,TIME,4200,1830042,138314,97.95,76,0.05,586946,97.95,323,0.05,1690787,97.94,932,0.05,555176,97.94,306,0.05,153571,97.95,85,0.05,97.95,1009,0.05
Natore,,16705992B43065208682222,BGD,ADM2,hospitals,TIME,4800,1858768,140479,99.48,2165,1.53,596157,99.48,9211,1.54,1717333,99.48,26546,1.54,563895,99.48,8719,1.54,155975,99.48,2404,1.53,99.48,28726,1.54
Natore,,16705992B43065208682222,BGD,ADM2,hospitals,TIME,5400,1859235,140515,99.51,36,0.03,596307,99.51,150,0.03,1717764,99.51,431,0.02,564037,99.51,142,0.03,156014,99.51,39,0.02,99.51,467,0.02
Natore,,16705992B43065208682222,BGD,ADM2,hospitals,TIME,6000,1859957,140569,99.55,54,0.04,596538,99.55,231,0.04,1718432,99.55,668,0.04,564256,99.55,219,0.04,156075,99.55,61,0.04,99.55,722,0.04
Natore,,16705992B43065208682222,BGD,ADM2,hospitals,TIME,6600,1861080,140654,99.61,85,0.06,596898,99.61,360,0.06,1719468,99.61,1036,0.06,564596,99.61,340,0.06,156169,99.61,94,0.06,99.61,1123,0.06
Natore,,16705992B43065208682222,BGD,ADM2,hospitals,TIME,7200,1861452,140682,99.63,28,0.02,597018,99.63,120,0.02,1719813,99.63,345,0.02,564710,99.63,114,0.02,156201,99.63,32,0.02,99.63,372,0.02
Thakurgaon,,16705992B44482388014877,BGD,ADM2,hospitals,TIME,600,443367,39565,29.04,39565,29.04,162106,29.04,162106,29.04,414439,29.04,414439,29.04,128029,29.04,128029,29.04,32396,29.04,32396,29.04,29.04,443367,29.04
Thakurgaon,,16705992B44482388014877,BGD,ADM2,hospitals,TIME,1200,1003513,89547,65.73,49982,36.69,366899,65.73,204793,36.69,938033,65.73,523594,36.69,289781,65.73,161752,36.69,73329,65.72,40933,36.69,65.73,560146,36.69
Thakurgaon,,16705992B44482388014877,BGD,ADM2,hospitals,TIME,1800,1178126,105129,77.17,15582,11.44,430742,77.17,63843,11.44,1101254,77.16,163221,11.44,340204,77.16,50423,11.44,86088,77.16,12759,11.44,77.16,174613,11.44
Thakurgaon,,16705992B44482388014877,BGD,ADM2,hospitals,TIME,2400,1268596,113200,83.09,8071,5.92,463817,83.09,33075,5.93,1185819,83.09,84565,5.93,366328,83.09,26124,5.93,92700,83.09,6612,5.93,83.09,90470,5.93
Thakurgaon,,16705992B44482388014877,BGD,ADM2,hospitals,TIME,3000,1287582,114894,84.33,1694,1.24,470758,84.33,6941,1.24,1203566,84.33,17747,1.24,371811,84.33,5483,1.24,94088,84.33,1388,1.24,84.33,18986,1.24
Thakurgaon,,16705992B44482388014877,BGD,ADM2,hospitals,TIME,3600,1289214,115040,84.44,146,0.11,471355,84.44,597,0.11,1205091,84.44,1525,0.11,372282,84.44,471,0.11,94207,84.44,119,0.11,84.44,1632,0.11
Thakurgaon,,16705992B44482388014877,BGD,ADM2,hospitals,TIME,4200,1291162,115214,84.57,174,0.13,472067,84.57,712,0.13,1206913,84.57,1822,0.13,372844,84.57,562,0.13,94350,84.57,143,0.13,84.57,1948,0.13
Thakurgaon,,16705992B44482388014877,BGD,ADM2,hospitals,TIME,4800,1293906,115459,84.75,245,0.18,473070,84.75,1003,0.18,1209477,84.75,2564,0.18,373637,84.75,793,0.18,94550,84.75,200,0.18,84.75,2744,0.18
Thakurgaon,,16705992B44482388014877,BGD,ADM2,hospitals,TIME,5400,1299561,115963,85.12,504,0.37,475138,85.12,2068,0.37,1214763,85.12,5286,0.37,375270,85.12,1633,0.37,94963,85.12,413,0.37,85.12,5655,0.37
Thakurgaon,,16705992B44482388014877,BGD,ADM2,hospitals,TIME,6000,1491367,133077,97.68,17114,12.56,545262,97.68,70124,12.56,1394052,97.68,179289,12.56,430656,97.68,55386,12.56,108981,97.68,14018,12.56,97.68,191806,12.56
Thakurgaon,,16705992B44482388014877,BGD,ADM2,hospitals,TIME,6600,1493886,133301,97.85,224,0.16,546182,97.85,920,0.16,1396406,97.85,2354,0.16,431384,97.85,728,0.17,109165,97.84,184,0.16,97.85,2519,0.16
Thakurgaon,,16705992B44482388014877,BGD,ADM2,hospitals,TIME,7200,1526730,136232,100.0,2931,2.15,558190,100.0,12008,2.15,1427107,100.0,30701,2.15,440868,100.0,9484,2.15,111566,100.0,2401,2.15,100.0,32844,2.15
Pirojpur,,16705992B46028667424095,BGD,ADM2,hospitals,TIME,600,264437,21220,23.86,21220,23.86,93335,23.86,93335,23.86,238866,23.86,238866,23.86,75190,23.86,75190,23.86,27639,23.87,27639,23.87,23.86,264437,23.86
Pirojpur,,16705992B46028667424095,BGD,ADM2,hospitals,TIME,1200,490695,39392,44.3,18172,20.44,173235,44.28,79900,20.42,443256,44.27,204390,20.41,139515,44.27,64325,20.41,51277,44.28,23638,20.41,44.27,226258,20.41
Pirojpur,,16705992B46028667424095,BGD,ADM2,hospitals,TIME,1800,613403,49239,55.37,9847,11.07,216594,55.37,43359,11.08,554112,55.34,110856,11.07,174410,55.34,34895,11.07,64088,55.35,12811,11.06,55.34,122708,11.07
Pirojpur,,16705992B46028667424095,BGD,ADM2,hospitals,TIME,2400,789852,63353,71.25,14114,15.87,278717,71.25,62123,15.88,713529,71.26,159417,15.92,224588,71.26,50178,15.92,82501,71.25,18413,15.9,71.26,176449,15.92
Pirojpur,,16705992B46028667424095,BGD,ADM2,hospitals,TIME,3000,837976,67216,75.59,3863,4.34,295725,75.6,17008,4.35,757001,75.6,43472,4.34,238273,75.6,13685,4.34,87529,75.59,5028,4.34,75.6,48124,4.34
Pirojpur,,16705992B46028667424095,BGD,ADM2,hospitals,TIME,3600,868492,69665,78.34,2449,2.75,306494,78.35,10769,2.75,784566,78.36,27565,2.75,246950,78.35,8677,2.75,90719,78.35,3190,2.75,78.35,30516,2.75
Pirojpur,,16705992B46028667424095,BGD,ADM2,hospitals,TIME,4200,878819,70494,79.28,829,0.93,310139,79.28,3645,0.93,793895,79.29,9329,0.93,249886,79.29,2936,0.93,91799,79.28,1080,0.93,79.29,10327,0.93
Pirojpur,,16705992B46028667424095,BGD,ADM2,hospitals,TIME,4800,894637,71763,80.7,1269,1.43,315722,80.71,5583,1.43,808182,80.71,14287,1.43,254384,80.71,4498,1.43,93453,80.71,1654,1.43,80.71,15818,1.43
Pirojpur,,16705992B46028667424095,BGD,ADM2,hospitals,TIME,5400,1100399,88278,99.28,16515,18.57,388368,99.28,72646,18.57,994050,99.28,185868,18.56,312889,99.28,58505,18.56,114956,99.28,21503,18.57,99.28,205762,18.56
Pirojpur,,16705992B46028667424095,BGD,ADM2,hospitals,TIME,6000,1100988,88325,99.33,47,0.05,388576,99.33,208,0.05,994582,99.33,532,0.05,313057,99.33,168,0.05,115018,99.33,62,0.05,99.33,589,0.05
Pirojpur,,16705992B46028667424095,BGD,ADM2,hospitals,TIME,6600,1102299,88431,99.45,106,0.12,389038,99.45,462,0.12,995766,99.45,1184,0.12,313430,99.45,373,0.12,115155,99.45,137,0.12,99.45,1311,0.12
Pirojpur,,16705992B46028667424095,BGD,ADM2,hospitals,TIME,7200,1103187,88501,99.53,70,0.08,389349,99.53,311,0.08,996569,99.53,803,0.08,313682,99.53,252,0.08,115247,99.53,92,0.08,99.53,888,0.08
Pabna,,16705992B46384724638491,BGD,ADM2,hospitals,TIME,600,818953,71600,28.88,71600,28.88,287115,28.86,287115,28.86,757274,28.83,757274,28.83,239349,28.82,239349,28.82,68085,28.81,68085,28.81,28.83,818953,28.83
Pabna,,16705992B46384724638491,BGD,ADM2,hospitals,TIME,1200,1485317,129844,52.38,58244,23.5,520700,52.33,233585,23.48,1373449,52.28,616175,23.46,434111,52.26,194762,23.45,123486,52.26,55401,23.45,52.28,666364,23.45
Pabna,,16705992B46384724638491,BGD,ADM2,hospitals,TIME,1800,1860880,162634,65.6,32790,13.23,652269,65.55,131569,13.22,1720718,65.5,347269,13.22,543900,65.48,109789,13.22,154718,65.48,31232,13.22,65.5,375563,13.22
Pabna,,16705992B46384724638491,BGD,ADM2,hospitals,TIME,2400,2303396,201282,81.2,38648,15.59,807308,81.14,155039,15.58,2129902,81.08,409184,15.58,673266,81.06,129366,15.57,191512,81.05,36794,15.57,81.07,442516,15.58
Pabna,,16705992B46384724638491,BGD,ADM2,hospitals,TIME,3000,2714246,237201,95.68,35919,14.49,951344,95.61,144036,14.48,2509810,95.54,379908,14.46,793343,95.51,120077,14.46,225669,95.5,34157,14.45,95.53,410850,14.46
Pabna,,16705992B46384724638491,BGD,ADM2,hospitals,TIME,3600,2720387,237737,95.9,536,0.22,953497,95.83,2153,0.22,2515488,95.75,5678,0.22,795138,95.73,1795,0.22,226179,95.72,510,0.22,95.75,6141,0.22
Pabna,,16705992B46384724638491,BGD,ADM2,hospitals,TIME,4200,2726483,238267,96.11,530,0.21,955628,96.04,2131,0.21,2521124,95.97,5636,0.21,796921,95.94,1783,0.21,226687,95.93,508,0.21,95.97,6096,0.21
Pabna,,16705992B46384724638491,BGD,ADM2,hospitals,TIME,4800,2731758,238718,96.3,451,0.18,957455,96.23,1827,0.18,2526000,96.15,4876,0.19,798468,96.13,1547,0.19,227127,96.12,440,0.19,96.15,5275,0.19
Pabna,,16705992B46384724638491,BGD,ADM2,hospitals,TIME,5400,2736395,239105,96.45,387,0.16,959042,96.39,1587,0.16,2530284,96.32,4284,0.16,799832,96.29,1364,0.16,227517,96.28,390,0.17,96.31,4637,0.16
Pabna,,16705992B46384724638491,BGD,ADM2,hospitals,TIME,6000,2820800,246123,99.28,7018,2.83,987877,99.28,28835,2.9,2608255,99.28,77971,2.97,824677,99.29,24845,2.99,234610,99.29,7093,3.0,99.29,84405,2.97
Pabna,,16705992B46384724638491,BGD,ADM2,hospitals,TIME,6600,2821720,246203,99.32,80,0.03,988200,99.32,323,0.03,2609106,99.32,851,0.03,824946,99.32,269,0.03,234687,99.32,77,0.03,99.32,920,0.03
Pabna,,16705992B46384724638491,BGD,ADM2,hospitals,TIME,7200,2821946,246223,99.32,20,0.01,988279,99.32,79,0.01,2609316,99.33,210,0.01,825012,99.33,66,0.01,234706,99.33,19,0.01,99.33,226,0.01
Netrakona,,16705992B47191620994273,BGD,ADM2,hospitals,TIME,600,694475,75773,28.73,75773,28.73,279390,28.73,279390,28.73,635571,28.73,635571,28.73,181920,28.73,181920,28.73,64337,28.76,64337,28.76,28.74,694475,28.74
Netrakona,,16705992B47191620994273,BGD,ADM2,hospitals,TIME,1200,1526657,166514,63.14,90741,34.41,614064,63.15,334674,34.42,1397159,63.16,761588,34.43,399966,63.16,218046,34.43,141440,63.23,77103,34.47,63.17,832182,34.43
Netrakona,,16705992B47191620994273,BGD,ADM2,hospitals,TIME,1800,2042430,222963,84.54,56449,21.4,821981,84.53,207917,21.38,1869416,84.51,472257,21.35,535143,84.51,135177,21.35,188991,84.49,47551,21.26,84.51,515773,21.34
Netrakona,,16705992B47191620994273,BGD,ADM2,hospitals,TIME,2400,2234363,243879,92.47,20916,7.93,899142,92.46,77161,7.93,2045064,92.45,175648,7.94,585444,92.45,50301,7.94,206777,92.44,17786,7.95,92.45,191933,7.94
Netrakona,,16705992B47191620994273,BGD,ADM2,hospitals,TIME,3000,2344223,255836,97.0,11957,4.53,943277,97.0,44135,4.54,2145595,97.0,100531,4.54,614242,97.0,28798,4.55,216965,96.99,10188,4.55,97.0,109860,4.55
Netrakona,,16705992B47191620994273,BGD,ADM2,hospitals,TIME,3600,2379895,259722,98.48,3886,1.47,957615,98.48,14338,1.47,2178237,98.48,32642,1.48,623588,98.48,9346,1.48,220275,98.47,3310,1.48,98.48,35672,1.48
Netrakona,,16705992B47191620994273,BGD,ADM2,hospitals,TIME,4200,2381131,259857,98.53,135,0.05,958112,98.53,497,0.05,2179368,98.53,1131,0.05,623912,98.53,324,0.05,220389,98.52,114,0.05,98.53,1236,0.05
Netrakona,,16705992B47191620994273,BGD,ADM2,hospitals,TIME,4800,2383208,260083,98.61,226,0.09,958946,98.61,834,0.09,2181269,98.61,1901,0.09,624456,98.61,544,0.09,220582,98.61,193,0.09,98.61,2077,0.09
Netrakona,,16705992B47191620994273,BGD,ADM2,hospitals,TIME,5400,2384851,260262,98.68,179,0.07,959607,98.68,661,0.07,2182772,98.68,1503,0.07,624886,98.68,430,0.07,220734,98.68,152,0.07,98.68,1643,0.07
Netrakona,,16705992B47191620994273,BGD,ADM2,hospitals,TIME,6000,2385141,260294,98.69,32,0.01,959724,98.69,117,0.01,2183038,98.69,266,0.01,624962,98.69,76,0.01,220761,98.69,27,0.01,98.69,290,0.01
Netrakona,,16705992B47191620994273,BGD,ADM2,hospitals,TIME,6600,2385656,260350,98.72,56,0.02,959930,98.71,206,0.02,2183509,98.71,471,0.02,625097,98.71,135,0.02,220809,98.71,48,0.02,98.71,515,0.02
Netrakona,,16705992B47191620994273,BGD,ADM2,hospitals,TIME,7200,2389641,260784,98.88,434,0.16,961532,98.88,1602,0.16,2187155,98.88,3646,0.16,626141,98.88,1044,0.16,221179,98.88,370,0.17,98.88,3985,0.16
Sylhet,,16705992B47932115867008,BGD,ADM2,hospitals,TIME,600,2009229,210410,47.24,210410,47.24,862598,47.28,862598,47.28,1884291,47.28,1884291,47.28,560127,47.29,560127,47.29,140655,47.23,140655,47.23,47.28,2009229,47.28
Sylhet,,16705992B47932115867008,BGD,ADM2,hospitals,TIME,1200,3511024,367810,82.59,157400,35.34,1507230,82.62,644632,35.33,3292537,82.62,1408246,35.34,978705,82.63,418578,35.34,245952,82.59,105297,35.36,82.62,1501795,35.34
Sylhet,,16705992B47932115867008,BGD,ADM2,hospitals,TIME,1800,3955398,414408,93.05,46598,10.46,1697968,93.07,190738,10.45,3709209,93.08,416672,10.46,1102536,93.09,123831,10.45,277130,93.06,31178,10.47,93.07,444374,10.46
Sylhet,,16705992B47932115867008,BGD,ADM2,hospitals,TIME,2400,4110222,430732,96.71,16324,3.67,1764492,96.72,66524,3.65,3854354,96.72,145145,3.64,1145581,96.72,43045,3.63,288020,96.72,10890,3.66,96.72,154824,3.64
Sylhet,,16705992B47932115867008,BGD,ADM2,hospitals,TIME,3000,4179445,437993,98.34,7261,1.63,1794221,98.35,29729,1.63,3919271,98.35,64917,1.63,1164865,98.35,19284,1.63,292869,98.35,4849,1.63,98.35,69223,1.63
Sylhet,,16705992B47932115867008,BGD,ADM2,hospitals,TIME,3600,4205976,440791,98.97,2798,0.63,1805620,98.97,11399,0.62,3944142,98.97,24871,0.62,1172240,98.97,7375,0.62,294736,98.97,1867,0.63,98.97,26531,0.62
Sylhet,,16705992B47932115867008,BGD,ADM2,hospitals,TIME,4200,4209439,441154,99.05,363,0.08,1807107,99.05,1487,0.08,3947389,99.05,3247,0.08,1173205,99.05,965,0.08,294978,99.05,242,0.08,99.05,3463,0.08
Sylhet,,16705992B47932115867008,BGD,ADM2,hospitals,TIME,4800,4211938,441416,99.11,262,0.06,1808180,99.11,1073,0.06,3949734,99.11,2345,0.06,1173902,99.11,697,0.06,295153,99.11,175,0.06,99.11,2499,0.06
Sylhet,,16705992B47932115867008,BGD,ADM2,hospitals,TIME,5400,4212478,441472,99.12,56,0.01,1808412,99.12,232,0.01,3950240,99.12,506,0.01,1174052,99.12,150,0.01,295191,99.13,38,0.01,99.12,540,0.01
Sylhet,,16705992B47932115867008,BGD,ADM2,hospitals,TIME,6000,4213374,441566,99.15,94,0.02,1808797,99.14,385,0.02,3951080,99.15,840,0.02,1174302,99.14,250,0.02,295253,99.15,62,0.02,99.15,896,0.02
Sylhet,,16705992B47932115867008,BGD,ADM2,hospitals,TIME,6600,4214614,441696,99.18,130,0.03,1809329,99.17,532,0.03,3952243,99.17,1163,0.03,1174648,99.17,346,0.03,295340,99.18,87,0.03,99.17,1240,0.03
Sylhet,,16705992B47932115867008,BGD,ADM2,hospitals,TIME,7200,4215579,441797,99.2,101,0.02,1809744,99.2,415,0.02,3953148,99.2,905,0.02,1174917,99.2,269,0.02,295408,99.2,68,0.02,99.2,965,0.02
Rajbari,,16705992B48875454234518,BGD,ADM2,hospitals,TIME,600,161172,13524,14.13,13524,14.13,56694,14.14,56694,14.14,147287,14.11,147287,14.11,46592,14.11,46592,14.11,15145,14.1,15145,14.1,14.11,161172,14.11
Rajbari,,16705992B48875454234518,BGD,ADM2,hospitals,TIME,1200,475059,39834,41.63,26310,27.5,166951,41.63,110257,27.49,434092,41.6,286805,27.48,137357,41.59,90765,27.48,44683,41.61,29538,27.5,41.6,313887,27.49
Rajbari,,16705992B48875454234518,BGD,ADM2,hospitals,TIME,1800,670857,56265,58.8,16431,17.17,235824,58.8,68873,17.17,613020,58.74,178928,17.15,193958,58.73,56601,17.14,63084,58.74,18401,17.13,58.74,195798,17.14
Rajbari,,16705992B48875454234518,BGD,ADM2,hospitals,TIME,2400,750798,62966,65.81,6701,7.0,263906,65.8,28082,7.0,686064,65.74,73044,7.0,217074,65.73,23116,7.0,70606,65.74,7522,7.0,65.74,79941,7.0
Rajbari,,16705992B48875454234518,BGD,ADM2,hospitals,TIME,3000,904040,75802,79.22,12836,13.41,317691,79.21,53785,13.41,826076,79.16,140012,13.42,261393,79.14,44319,13.42,85035,79.18,14429,13.44,79.16,153242,13.42
Rajbari,,16705992B48875454234518,BGD,ADM2,hospitals,TIME,3600,969769,81293,84.96,5491,5.74,340715,84.95,23024,5.74,886143,84.92,60067,5.76,280417,84.9,19024,5.76,91212,84.93,6177,5.75,84.92,65729,5.76
Rajbari,,16705992B48875454234518,BGD,ADM2,hospitals,TIME,4200,975201,81748,85.43,455,0.48,342621,85.43,1906,0.48,891106,85.39,4963,0.48,281988,85.38,1571,0.48,91723,85.41,511,0.48,85.39,5432,0.48
Rajbari,,16705992B48875454234518,BGD,ADM2,hospitals,TIME,4800,980982,82232,85.94,484,0.51,344650,85.94,2029,0.51,896387,85.9,5281,0.51,283660,85.89,1672,0.51,92268,85.91,545,0.51,85.9,5781,0.51
Rajbari,,16705992B48875454234518,BGD,ADM2,hospitals,TIME,5400,998668,83713,87.49,1481,1.55,350856,87.48,6206,1.55,912546,87.45,16159,1.55,288776,87.44,5116,1.55,93933,87.46,1665,1.55,87.45,17686,1.55
Rajbari,,16705992B48875454234518,BGD,ADM2,hospitals,TIME,6000,1099204,92098,96.25,8385,8.76,386026,96.25,35170,8.77,1004437,96.25,91891,8.81,317891,96.25,29115,8.82,103365,96.25,9432,8.78,96.25,100536,8.8
Rajbari,,16705992B48875454234518,BGD,ADM2,hospitals,TIME,6600,1099913,92157,96.31,59,0.06,386275,96.31,249,0.06,1005085,96.31,648,0.06,318096,96.31,205,0.06,103432,96.31,67,0.06,96.31,709,0.06
Rajbari,,16705992B48875454234518,BGD,ADM2,hospitals,TIME,7200,1104678,92556,96.73,399,0.42,387947,96.73,1672,0.42,1009439,96.73,4354,0.42,319474,96.73,1378,0.42,103881,96.73,449,0.42,96.73,4765,0.42
Patuakhali,,16705992B49808088196813,BGD,ADM2,hospitals,TIME,600,563615,49532,34.36,49532,34.36,206208,34.37,206208,34.37,514222,34.32,514222,34.32,159343,34.3,159343,34.3,53801,34.3,53801,34.3,34.32,563615,34.32
Patuakhali,,16705992B49808088196813,BGD,ADM2,hospitals,TIME,1200,789009,69274,48.06,19742,13.7,288360,48.06,82152,13.69,719824,48.05,205602,13.72,223153,48.04,63810,13.74,75357,48.04,21556,13.74,48.05,225394,13.73
Patuakhali,,16705992B49808088196813,BGD,ADM2,hospitals,TIME,1800,1018893,89455,62.06,20181,14.0,372401,62.07,84041,14.01,929550,62.05,209726,14.0,288170,62.04,65017,14.0,97313,62.04,21956,14.0,62.05,229884,14.0
Patuakhali,,16705992B49808088196813,BGD,ADM2,hospitals,TIME,2400,1289524,113194,78.53,23739,16.47,471152,78.53,98751,16.46,1176435,78.53,246885,16.48,364749,78.52,76579,16.49,123176,78.53,25863,16.49,78.53,270631,16.48
Patuakhali,,16705992B49808088196813,BGD,ADM2,hospitals,TIME,3000,1352064,118662,82.32,5468,3.79,493890,82.32,22738,3.79,1233477,82.34,57042,3.81,382468,82.34,17719,3.81,129163,82.35,5987,3.82,82.34,62540,3.81
Patuakhali,,16705992B49808088196813,BGD,ADM2,hospitals,TIME,3600,1409621,123681,85.8,5019,3.48,514851,85.82,20961,3.49,1285969,85.84,52492,3.5,398781,85.85,16313,3.51,134679,85.87,5516,3.52,85.84,57557,3.51
Patuakhali,,16705992B49808088196813,BGD,ADM2,hospitals,TIME,4200,1457235,127866,88.71,4185,2.9,532266,88.72,17415,2.9,1329411,88.74,43442,2.9,412243,88.75,13462,2.9,139224,88.76,4545,2.9,88.74,47614,2.9
Patuakhali,,16705992B49808088196813,BGD,ADM2,hospitals,TIME,4800,1485602,130358,90.44,2492,1.73,542631,90.45,10365,1.73,1355290,90.47,25879,1.73,420265,90.48,8022,1.73,141932,90.49,2708,1.73,90.47,28367,1.73
Patuakhali,,16705992B49808088196813,BGD,ADM2,hospitals,TIME,5400,1505096,132051,91.61,1693,1.17,549653,91.62,7022,1.17,1373063,91.65,17773,1.19,425805,91.67,5540,1.19,143806,91.68,1874,1.19,91.66,19494,1.19
Patuakhali,,16705992B49808088196813,BGD,ADM2,hospitals,TIME,6000,1517075,133104,92.34,1053,0.73,554035,92.35,4382,0.73,1383993,92.38,10930,0.73,429192,92.4,3387,0.73,144949,92.41,1143,0.73,92.39,11979,0.73
Patuakhali,,16705992B49808088196813,BGD,ADM2,hospitals,TIME,6600,1517743,133163,92.38,59,0.04,554280,92.39,245,0.04,1384602,92.42,609,0.04,429380,92.44,188,0.04,145013,92.45,64,0.04,92.43,668,0.04
Patuakhali,,16705992B49808088196813,BGD,ADM2,hospitals,TIME,7200,1518839,133259,92.45,96,0.07,554681,92.46,401,0.07,1385602,92.49,1000,0.07,429690,92.51,310,0.07,145117,92.52,104,0.07,92.49,1096,0.07
Gazipur,,16705992B50862305652789,BGD,ADM2,hospitals,TIME,600,3786235,276761,63.34,276761,63.34,1211886,63.52,1211886,63.52,3606050,63.69,3606050,63.69,1187977,63.57,1187977,63.57,209804,63.15,209804,63.15,63.66,3786235,63.66
Gazipur,,16705992B50862305652789,BGD,ADM2,hospitals,TIME,1200,5480938,402455,92.1,125694,28.76,1757929,92.14,546043,28.62,5217942,92.16,1611892,28.47,1721590,92.13,533613,28.56,305871,92.07,96067,28.92,92.16,1694703,28.49
Gazipur,,16705992B50862305652789,BGD,ADM2,hospitals,TIME,1800,5871213,431351,98.71,28896,6.61,1883494,98.72,125565,6.58,5589211,98.72,371269,6.56,1844627,98.71,123037,6.58,327930,98.71,22059,6.64,98.72,390275,6.56
Gazipur,,16705992B50862305652789,BGD,ADM2,hospitals,TIME,2400,5947464,436972,100.0,5621,1.29,1907921,100.0,24427,1.28,5661760,100.0,72549,1.28,1868702,100.0,24075,1.29,332230,100.0,4300,1.29,100.0,76251,1.28
Gazipur,,16705992B50862305652789,BGD,ADM2,hospitals,TIME,3000,5947464,436972,100.0,0,0.0,1907921,100.0,0,0.0,5661760,100.0,0,0.0,1868702,100.0,0,0.0,332230,100.0,0,0.0,100.0,0,0.0
Gazipur,,16705992B50862305652789,BGD,ADM2,hospitals,TIME,3600,5947464,436972,100.0,0,0.0,1907921,100.0,0,0.0,5661760,100.0,0,0.0,1868702,100.0,0,0.0,332230,100.0,0,0.0,100.0,0,0.0
Gazipur,,16705992B50862305652789,BGD,ADM2,hospitals,TIME,4200,5947464,436972,100.0,0,0.0,1907921,100.0,0,0.0,5661760,100.0,0,0.0,1868702,100.0,0,0.0,332230,100.0,0,0.0,100.0,0,0.0
Gazipur,,16705992B50862305652789,BGD,ADM2,hospitals,TIME,4800,5947464,436972,100.0,0,0.0,1907921,100.0,0,0.0,5661760,100.0,0,0.0,1868702,100.0,0,0.0,332230,100.0,0,0.0,100.0,0,0.0
Gazipur,,16705992B50862305652789,BGD,ADM2,hospitals,TIME,5400,5947464,436972,100.0,0,0.0,1907921,100.0,0,0.0,5661760,100.0,0,0.0,1868702,100.0,0,0.0,332230,100.0,0,0.0,100.0,0,0.0
Gazipur,,16705992B50862305652789,BGD,ADM2,hospitals,TIME,6000,5947464,436972,100.0,0,0.0,1907921,100.0,0,0.0,5661760,100.0,0,0.0,1868702,100.0,0,0.0,332230,100.0,0,0.0,100.0,0,0.0
Gazipur,,16705992B50862305652789,BGD,ADM2,hospitals,TIME,6600,5947464,436972,100.0,0,0.0,1907921,100.0,0,0.0,5661760,100.0,0,0.0,1868702,100.0,0,0.0,332230,100.0,0,0.0,100.0,0,0.0
Gazipur,,16705992B50862305652789,BGD,ADM2,hospitals,TIME,7200,5947464,436972,100.0,0,0.0,1907921,100.0,0,0.0,5661760,100.0,0,0.0,1868702,100.0,0,0.0,332230,100.0,0,0.0,100.0,0,0.0
Rajshahi,,16705992B51815672792645,BGD,ADM2,hospitals,TIME,600,791117,54806,27.32,54806,27.32,254669,27.33,254669,27.33,737369,27.34,737369,27.34,243603,27.34,243603,27.34,59936,27.33,59936,27.33,27.34,791117,27.34
Rajshahi,,16705992B51815672792645,BGD,ADM2,hospitals,TIME,1200,1180407,81767,40.75,26961,13.44,379951,40.78,125282,13.45,1100204,40.79,362835,13.45,363477,40.8,119874,13.46,89437,40.78,29501,13.45,40.79,389290,13.45
Rajshahi,,16705992B51815672792645,BGD,ADM2,hospitals,TIME,1800,1662707,115178,57.41,33411,16.65,535166,57.44,155215,16.66,1549716,57.46,449512,16.67,511984,57.47,148507,16.67,125997,57.45,36560,16.67,57.46,482300,16.67
Rajshahi,,16705992B51815672792645,BGD,ADM2,hospitals,TIME,2400,2006213,138977,69.27,23799,11.86,645698,69.3,110532,11.86,1869861,69.33,320145,11.87,617752,69.34,105768,11.87,152046,69.33,26049,11.88,69.33,343506,11.87
Rajshahi,,16705992B51815672792645,BGD,ADM2,hospitals,TIME,3000,2238045,155056,77.28,16079,8.01,720351,77.31,74653,8.01,2085931,77.34,216070,8.01,689128,77.35,71376,8.01,169621,77.35,17575,8.01,77.34,231832,8.01
Rajshahi,,16705992B51815672792645,BGD,ADM2,hospitals,TIME,3600,2385946,165329,82.4,10273,5.12,768011,82.43,47660,5.12,2223777,82.46,137846,5.11,734658,82.46,45530,5.11,180833,82.46,11212,5.11,82.46,147901,5.11
Rajshahi,,16705992B51815672792645,BGD,ADM2,hospitals,TIME,4200,2631221,182313,90.87,16984,8.47,846928,90.9,78917,8.47,2452379,90.93,228602,8.48,810187,90.94,75529,8.48,199425,90.94,18592,8.48,90.93,245275,8.48
Rajshahi,,16705992B51815672792645,BGD,ADM2,hospitals,TIME,4800,2767402,191750,95.57,9437,4.7,890743,95.6,43815,4.7,2579293,95.64,126914,4.71,852117,95.64,41930,4.71,209757,95.65,10332,4.71,95.64,136181,4.71
